고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부
807,국민건강보험공단,종로구,서울시 종로구 창경궁로 112-7,1577-1000,www.nhis.or.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
812,국민건강보험강서지사,강서구,서울시 강서구 화곡로  179,1577-1000,www.nhis.or.kr,1,Y,Y,Y,Y,N,N,N,N,N,N,N,N
157,가양3동주민센터,강서구,서울시 강서구 허준로  202,02-2600-7865,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=16&dcode=GY3,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
163,도화자치회관,마포구,서울시 마포구 도화4길 53,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
165,무악동 주민센터,종로구,서울시 종로구 통일로14길 36,02-2148-5153,http://www.jongno.go.kr/dongMain.do?dong=06,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
99,양평1동주민센터,영등포구,서울시 영등포구 영등포로11길 12,02-2670-1455,http://www.ydp.go.kr/jumin/page.do?mCode=A025000000&path=jumin&dongNm=%BE%E7%C6%F21%B5%BF,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
804,정다운 도서관,강남구,서울시 강남구 학동로67길  11,02-512-9326,http://jdwlib.gangnam.go.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
1902,예수재림교회(동중한합회),중랑구,서울시 중랑구 봉화산로56길  37,02-6911-9101,www.eckc.co.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4754,서울동부지방법원 본관,광진구,서울시 광진구 아차산로  404,,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
4535,푸르미어린이집,양천구,서울시 양천구 남부순환로67길 10-6,02-2605-6529,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
3821,조형어린이집,금천구,서울시 금천구 독산로58나길 81,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
367,신정7동주민센터,양천구,서울시 양천구 목동동로 37,02-2620-4305,http://www.yangcheon.go.kr/dong/dong0013/dongCenter/main.do,0,Y,N,N,N,Y,N,N,N,N,N,N,N
114,휘경2동 주민센터,동대문구,서울시 동대문구 한천로 329,02-2171-6442,http://dong.ddm.go.kr/intro,0,Y,N,N,N,Y,N,N,N,N,N,N,N
449,신창파출소,도봉구,서울시 도봉구 도봉로104길 49-5,02-995-9278,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
490,태평로파출소,중구,서울시 중구 퇴계로 178,02-777-2593,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
491,광희지구대,중구,서울시 중구 퇴계로8길 46,02-2233-1444,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
495,보광파출소,용산구,서울시 용산구 보광로 27,02-794-6534,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1482,남현교회,송파구,서울시 송파구 가락로3길 3-5,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1505,혜현교회,강서구,서울시 강서구 방화대로48길 49,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
709,화곡4동우체국,강서구,서울시 강서구 곰달래로  265,02-2653-0004,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2917,성내초등학교,강동구,서울시 강동구 성내로3길 19,02-470-6354,www.soungmae.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2933,은로초등학교,동작구,서울시 동작구 서달로 115,02-824-0309,www.eunlo.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2162,동서한방병원,서대문구,서울시 서대문구 성산로 365-14,02-320-7810,www.dsoh.co.kr/,0,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N
2889,문창초등학교,동작구,서울시 동작구 신대방2길 14,02-836-2031,www.munchang.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2513,덕수유치원,성북구,서울시 성북구 성북로 127,02-3675-5164,www.ducksoo-i.net,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2163,메디힐병원별관,양천구,서울시 양천구 남부순환로 330,02-2604-7551,www.mediheal.co.kr/,0,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N
2842,서울신자초등학교,광진구,서울시 광진구 뚝섬로46길 64,02-450-5600,www.sinja.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2710,염리초등학교,마포구,서울시 마포구 토정로37길  37,02-715-4916,www.yeomri.es.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
2712,서울면일초등학교,중랑구,서울시 중랑구 용마산로100길 13,02-437-8112,www.myeonil.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2856,경수초등학교,성동구,서울시 성동구 뚝섬로13길    22,02-498-5123,www.kyeongsu.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3143,한영중학교,강동구,서울시 강동구 동남로 832,02-468-0565,http://www.hanyoung.ms.kr/,0,N,Y,N,N,Y,N,N,N,N,N,N,N
2759,대은초등학교,은평구,서울시 은평구 통일로69길 12-15,02-388-0833,www.daeeun.es.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
2860,수색초등학교,은평구,서울시 은평구 수색로16길 21,02-372-8286,www.susae.k.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2772,장곡초등학교,성북구,서울시 성북구 장월로23길  16,02-918-8494,www.janggokcho.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2698,가인초,도봉구,서울시 도봉구 도봉로136다길 4,02-997-5826,www.seoulgain.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3299,중화고등학교,중랑구,서울시 중랑구 봉화산로27길 62,02-491-6807,www.jung-hwa.hs.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3447,고명정보산업고등학교,성북구,서울시 성북구 북악산로  870,02-926-2886,www.komyung.hs.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
2624,봉현초등학교,관악구,서울시 관악구 성현로  117,02-885-9209,www.bonghyun.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
610,장위1치안센터,성북구,서울시 성북구 장위로  82,02-915-3301,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1635,고척동 천주교회,구로구,서울시 구로구 고척로52나길 42,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3866,한올어린이집,강북구,서울시 강북구 도봉로59길 40,02-987-6162,,0,Y,N,N,N,N,N,N,N,N,N,N,N
8,LG베스트샵,은평구,서울시 은평구 은평로 153,1544-7777,http://www.lge.co.kr/brand/bestshop/main/BrandMainCmd.laf?brand=BESTSHOP,0,Y,N,Y,N,N,N,N,N,N,N,N,N
224,금호4가동주민센터,성동구,서울시 성동구 독서당로52가길  2,02-2286-7381,http://sd.go.kr/sd/dong.do?mCode=12C000000000,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4561,상미어린이집,강동구,서울시 강동구 천중로 78,02-478-6715,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1654,삼창교회,노원구,서울시 노원구 한글비석로15길 14-34,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1852,대영교회(대은교회),관악구,서울시 관악구 남부순환로172길 63,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5510,한국전력공사,동작구,서울시 동작구 동작대로 19,02-580-2251,http://www.kepco.co.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5524,고려대학교장례식장,성북구,서울시 성북구 안암로 148,02-923-4442,http://www.funeral.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
36,이마트에브리데이 암사동점,강동구,서울시 강동구 고덕로 99,02-2296-3651,http://www.emarteveryday.co.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
130,상도3동주민센터,동작구,서울시 동작구 성대로2길 11,02-822-1005,http://www.dongjak.go.kr/dong/main/main.do?dongCode=05,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
535,흑석2동치안센터,동작구,서울시 동작구 현충로 140-1,02-815-2470 ,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2906,삼전초등학교,송파구,서울시 송파구 백제고분로28길 19,02-415-8701,www.samjeon.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2102,이마트 창동점,도봉구,서울시 도봉구 노해로65길  4,02-901-1234,www.store.emart.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2562,서울금동초등학교,금천구,서울시 금천구 금하로30길 53,02-809-2125,www.geum-dong.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3943,주연어린이집,강서구,서울시 강서구 까치산로12길 7-17,02-2606-0887,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4343,청암어린이집,용산구,서울시 용산구 효창원로86라길 13,02-702-6771,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3817,진예슬 어린이집,강남구,서울시 강남구 논현로158길 19,02-3453-5638,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
4298,둥근달어린이집,도봉구,서울시 도봉구 도봉로117길 80-7,02-990-0121,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4363,      세정어린이집,강동구,서울시 강동구 동남로81길 16,02-428-3151,,2,Y,Y,Y,N,N,N,N,N,N,N,N,N
4252,하늘숲어린이집(일반유치원유형변경H4-H1로),강서구,서울시 강서구 강서로45다길 102,02-2699-2220,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
5307,플러스기획(세정),금천구,서울시 금천구 가산로 50-15,,,0,N,N,N,N,N,N,N,N,N,N,N,N
119,자양제2동주민센터,광진구,서울시 광진구 자양로3가길 28,02-450-1511,http://www.gwangjin.go.kr/office/index.jsp?dongId=11,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3487,이화여대 종합과학관D-2동,서대문구,서울시 서대문구 이화여대길  52,02-3277-2114,www.ewha.ac.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
168,거여1동주민센터,송파구,서울시 송파구 오금로53길 32,02-2147-4060,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0400000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
534,사당4동 파출소,동작구,서울시 동작구 사당로16아길 10,02-582-0112 ,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
543,둔촌2 치안센터,강동구,서울시 강동구 양재대로6길  35,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
550,대왕 파출소,강남구,서울시 강남구 헌릉로 623,02-3411-0323,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
554,중화2치안센터,중랑구,서울시 중랑구 중랑천로 146,02-434-8768,,0,Y,Y,Y,N,Y,N,Y,N,N,N,N,N
1556,석광교회,성북구,서울시 성북구 한천로 587,02-962-2301,www.sukkwang.org,0,Y,Y,N,N,N,N,N,N,N,N,N,N
832,광희동1가시범공중화장실,중구,서울시 중구 마른내로  166,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
834,초안산공중화장실,도봉구,서울시 도봉구 해등로3길  48-11,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
841,꽃동네공원화장실(단지내),강서구,서울시 강서구 허준로 47,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3768,한빛간호학원,노원구,서울시 노원구 동일로 1335,02-930-3366,www.hbganho.com,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3125,연천중학교,은평구,서울시 은평구 연서로41길 30,02-354-0514,www.yonchon.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5462,충현동 제2공영주차장,서대문구,서울시 서대문구 북아현로14길 24,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3211,청원중학교,노원구,서울시 노원구 한글비석로 506,02-3399-7718,http://www.cheongwon.ms.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3590,랭콘잉글리쉬 명성학원,은평구,서울시 은평구 연서로 296,02-353-7070,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
3803,대림정보문화도서관,영등포구,서울시 영등포구 도신로 27,02-828-3700,http://www.dllib.or.kr/index.jsp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3812,행복한 도서관,강남구,서울시 강남구 학동로 426,02-567-3833,http://happylib.gangnam.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1595,천주교행당동성당,성동구,서울시 성동구 행당로6길  74,02-2299-8961,ch.catholic.or.kr/haengdang,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N
4514,현대어린이집,강서구,서울시 강서구 강서로  348,02-2658-0158,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4082,꿀벌어린이집,광진구,서울시 광진구 아차산로40길 72,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3825,아침햇살어린이집,중랑구,서울시 중랑구 면목로54길 67,02-492-4440,,0,N,Y,Y,Y,N,N,N,N,N,N,N,N
1885,성현교회,송파구,서울시 송파구 백제고분로  122,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
17,LG베스트샵,강동구,서울시 강동구 양재대로 1564,1544-7777,http://www.lge.co.kr/brand/bestshop/main/BrandMainCmd.laf?brand=BESTSHOP,0,Y,N,Y,N,N,N,N,N,N,N,N,N
20,하이마트 상암동,마포구,서울시 마포구 월드컵북로  295,02-375-2800,http://www.himart.co.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
900,오라클피부과,송파구,서울시 송파구 올림픽로 102,02-416-2750,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
2024,정인교회,성북구,서울시 성북구 서경로6길  70,02-916-7061,www.jeongin.org,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3795,서울과학기술대학교(중앙도서관),노원구,서울시 노원구 공릉로 232,02-970-6156,www.library.seoultech.ac.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5293,에이스하이엔드타워8차,금천구,서울시 금천구 가산디지털1로  84,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4241,명일어린이집,강동구,서울시 강동구 양재대로134길 27,02-3427-4825(팩스),,3,Y,Y,Y,N,N,N,N,N,N,N,N,N
4238,빙고어린이집,송파구,서울시 송파구 삼학사로4길 13-1,02-417-3937,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
4639,마들근린공원축구장,노원구,서울시 노원구 덕릉로 450,02-930-0070,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2090,홈플러스 금천점,금천구,서울시 금천구 시흥대로 391,02-890-8000,www.homeplus.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1503,한사랑교회,마포구,서울시 마포구 월드컵북로  173-1,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
146,신정1동주민센터,양천구,서울시 양천구 중앙로32길 1,02-2620-4190,http://place.map.daum.net/7980164,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
509,돈암지구대,성북구,서울시 성북구 아리랑로5길 54,02-926-2236,,0,N,Y,N,N,N,N,N,N,N,N,N,N
523,도화치안센터,마포구,서울시 마포구 도화길 40,02-712-2557 ,,0,N,N,N,N,N,N,N,N,N,N,N,N
525,화곡지구대,강서구,서울시 강서구 화곡로  310,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
559,월드컵지구대,마포구,서울시 마포구 월드컵북로30길 24,02-373-1113 ,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
5735,홍대앞 김대범 소극장,마포구,서울시 마포구 와우산로 117 이지플러스 오피스텔 지하1층,,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5796,연세대학교 노천극장,서대문구,서울시 서대문구 연세로 50 연세대학교 노천극장,,,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N
585,신촌지구대,서대문구,서울시 서대문구 신촌로 22,02-363-0469 ,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
161,사당1동주민센터,동작구,서울시 동작구 동작대로17길 28,02-582-8582,http://www.dongjak.go.kr/dong/main/main.do?dongCode=08,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5772,롯데시네마 씨티(강남),강남구,서울시 강남구 역삼동 816,,,0,Y,N,Y,Y,Y,N,Y,N,N,N,N,N
369,서초1동주민센터,서초구,서울시 서초구 사임당로18길  18,02-2155-7401,http://www.seocho.go.kr/site/v0/index.jsp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
218,자양제3동주민센터,광진구,서울시 광진구 자양번영로 80,02-450-1512,http://www.gwangjin.go.kr/office/index.jsp?dongId=12,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1427,메가박스 상봉,중랑구,서울시 중랑구 망우로30길 3,1544-0070,http://www.megabox.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
705,오금동우체국,송파구,서울시 송파구 동남로 344,02-431-2003,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
364,송파1동주민센터,송파구,서울시 송파구 백제고분로 32,02-2147-4300,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC1400000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
45,하이마트,성북구,서울시 성북구 종암로 114,02-921-3344,http://www.himart.co.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
48,럭키마트,강북구,서울시 강북구 삼양로79길 24-17,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
51,성내슈퍼마트,강동구,서울시 강동구 천호옛길  54-1,02-476-7997,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
767,시흥우체국,금천구,서울시 금천구 시흥대로 217,02-802-0205,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
777,성동보건소,성동구,서울시 성동구 마장로23길  12,02-2286-7000,http://bogunso.sd.go.kr/start.jsp,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
1851,원불교양천교당,양천구,서울시 양천구 오목로46길 15,,,0,Y,N,N,N,N,N,N,N,N,N,N,N
133,잠실본동주민센터,송파구,서울시 송파구 백제고분로15길 ,02-2147-4600,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC2500000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
411,상봉지구대,중랑구,서울시 중랑구 중랑천로 69,02-433-1675,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1407,CGV대학로,종로구,서울시 종로구 새문안로 75,1544-1122,http://www.cgv.co.kr/,1,Y,N,Y,Y,Y,N,N,N,N,N,N,N
749,은천동우체국,관악구,서울시 관악구 봉천로27길 62,02-886-2005,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
530,영등포경찰서 중앙파출소,영등포구,서울시 영등포구 영등포로46길 14,02-2678-4554,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
1538,영락교회,중구,서울시 중구 동호로27길 36,02-2280-0114,www.youngnak.net/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
806,화곡3파출소(푸른들도서관),강서구,서울시 강서구 강서로45다길 71,02-2691-1630,http://lib.gangseo.seoul.kr/index.jsp,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
1662,성암교회,은평구,서울시 은평구 서오릉로4길 6,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1666,한국천부교천호동교회,강동구,서울시 강동구 천호대로163길 15-25,,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
1874,이수성결교회,동작구,서울시 동작구 동작대로 239,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1883,참사랑교회,중구,서울시 중구 동호로 246,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
826,남성역,동작구,서울시 동작구 사당로 218,02-6311-7371.,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2093,압구정갤러리아백화점EAST,강남구,서울시 강남구 압구정로 407,02-3449-4114,dept.gallera.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
284,상봉2동주민센터,중랑구,서울시 중랑구 봉우재로 93-5,02-2094-6280,http://dong.jungnang.seoul.kr/dong/main.do?dong=08,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
307,성내3동 주민센터,강동구,서울시 강동구 강동대로53길 76,02-3425-7820,http://dong.gangdong.go.kr/site/contents/dong/3240055/main.jsp?uri=http%3A%2F%2Fdong.gangdong.go.kr%2Fsite%2Fcontents%2Fdong%2F3240055%2Fmain.jsp,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
776,종로보건소,종로구,서울시 종로구 자하문로19길 36,02-2148-3520,http://health.jongno.go.kr/healthMain.do,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1453,우현빌딩,노원구,서울시 노원구 화랑로 325,,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
1929,영동 중앙 교회,강남구,서울시 강남구 도산대로24길 8,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4184,아람어린이집,성북구,서울시 성북구 화랑로13길 87,02-919-7979,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
437,충무파출소,중구,서울시 중구 중림로 36,02-2278-7710,,0,Y,N,N,N,Y,N,N,N,N,N,N,N
3800,이진아기념도서관,서대문구,서울시 서대문구 통일로  279-79,02-360-8600,http://www.sdmljalib.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3247,옥정중학교,성동구,서울시 성동구 한림말길 11,02-2297-4604,www.okjung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3562,한영신학 대학교,구로구,서울시 구로구 경인로 290-42,02-2067-4500,http://www.hytu.ac.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
5369,KNK디지털타워,영등포구,서울시 영등포구 영신로  220,02-858-3650,http://www.kt-knktower.com/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5450,화곡8-2주택가공영주차장,강서구,서울시 강서구 초록마을로  126,02-2607-1571,,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N
4399,구립해바라기어린이집,양천구,서울시 양천구 목동동로1길 33,070-7704-5798,,1,Y,N,N,N,Y,N,N,N,N,N,N,N
3385,강서공고,강서구,서울시 강서구 방화대로47길 9,02-2666-2106,www.gangseo-th.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3394,경복고등학교,종로구,서울시 종로구 자하문로28가길 9,02-735-3086,http://www.kyungbock.hs.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
4427,구립로야어린이집,동작구,서울시 동작구 상도로62길 87,02-882-2246,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3408,경문고등학교,동작구,서울시 동작구 동작대로 171,02-535-1301,http://www.kyungmoon.hs.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2274,가화정신병원,도봉구,서울시 도봉구 도당로  51,02-955-1772,,1,Y,N,Y,Y,N,N,N,N,N,N,N,N
2287,튼튼병원,은평구,서울시 은평구 은평로 200-1,,www.tntnhospital.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3673,위너스MD학원(프레스티지 빌딩),강남구,서울시 강남구 논현로168길 40,02-557-9958,www.winnersmd.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4686,능동주민센터,광진구,서울시 광진구 천호대로112길 55,02-450-1505,http://www.gwangjin.go.kr/office/index.jsp?dongId=05,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4691,강동구청,강동구,서울시 강동구 성내로 25,1577-1188,http://www.gangdong.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4696,서대문보건소(서대문구청 별관),서대문구,서울시 서대문구 연희로 242,02-330-1802,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4006,태양어린이집,영등포구,서울시 영등포구 가마산로45길 13-1,02-836-5422,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4007,펠리스어린이집,영등포구,서울시 영등포구 대림로31가길 16,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3935,영어솔솔어린이집,강서구,서울시 강서구 월정로32길  31,02-2694-1030,http://cafe.daum.net/solsolkids,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
3938,나나이트스쿨어린이집,강서구,서울시 강서구 등촌로13바길 46,02-2642-7300,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4714,광진구청본관,광진구,서울시 광진구 자양로 117,02-450-1114,http://www.gwangjin.go.kr/,0,N,Y,N,Y,N,N,N,N,N,N,N,N
4573,해바라기장애전담어린이집,도봉구,서울시 도봉구 덕릉로59바길 10,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
169,삼청동주민센터,종로구,서울시 종로구 삼청로 107,02-2148-5063,http://www.jongno.go.kr/dongMain.do?dong=03,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1933,삼성동성당서울교구,강남구,서울시 강남구 선릉로112길 68,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1565,벌떼교회,서초구,서울시 서초구 바우뫼로 89,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1575,우장산성당,강서구,서울시 강서구 화곡로53길  21,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1515,면목중앙교회,중랑구,서울시 중랑구 겸재로10길 19,,,1,N,Y,N,N,N,N,N,N,N,N,N,N
4617,광진청소년수련관,광진구,서울시 광진구 구천면로 2,02-2204-3100,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4624,중랑문화체육관,중랑구,서울시 중랑구 사가정로72길 47,02-436-9200,http://jungnangspo.seoul.kr/jntour/mm_intro01.htm,0,Y,N,N,N,N,N,N,N,N,N,N,N
4129,꼬마사랑어린이집,중랑구,서울시 중랑구 봉우재로6길 9,02-432-0097,http://cafe.naver.com/kidslovecafe,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3485,서울대학교롯데국제교육관,관악구,서울시 관악구 관악로 1,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1801,홍은3동성당,서대문구,서울시 서대문구 가좌로 59,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1808,한빛교회,송파구,서울시 송파구 가락로5길 28,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3068,창문여자중학교,강북구,서울시 강북구 월계로 61,02-986-1703,www.changmun.ms.kr,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N
3075,언북중학교,강남구,서울시 강남구 도산대로38길 27,02-514-4302,www.eonbuk.ms.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4113,은혜삐아제어린이집,중랑구,서울시 중랑구 답십리로81길 130,02-435-5956,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4115,큰별 어린이집,강동구,서울시 강동구 양재대로124길 70-3,02-477-4734,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4051,꼬마숲어린이집,송파구,서울시 송파구 문정로13길 15,02-408-7686,http://www.littleforest.co.kr/home/Garak/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3872,무지개어린이집,은평구,서울시 은평구 불광로 162-9,02-389-2131,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3468,명지전문대학(금회:사회교육관),서대문구,서울시 서대문구 가좌로 134,02-300-1000,www.mjc.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4058,진터마루어린이집,성동구,서울시 성동구 둘레3길 18,02-2205-5004,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
